"PolicyNum","Year","Premium","Deduct","BCcov","Freq","Fire5","NoClaimCredit","EntityType","AlarmCredit","BCClaim"
150524,2009,5440,5000,13600361,0,0,1,6,4,0
150524,2010,5645,5000,13439943,0,0,1,6,4,0
150550,2006,539,500,332724,0,1,0,6,1,0
150550,2007,507,500,346936,0,1,0,6,1,0
150550,2008,491,500,366464,0,1,1,6,1,0
150550,2009,398,500,375743,0,1,1,6,1,0
150550,2010,437,500,393556,0,1,1,6,1,0
150560,2006,5356,500,6780617,0,0,0,6,1,0
150560,2007,5222,500,7252908,3,0,0,6,1,6581.56
150560,2008,5279,500,7650007,0,0,0,6,1,0
150560,2009,5378,500,8026326,0,0,0,6,1,0
150560,2010,4915,500,8776003,2,0,1,6,3,2535
150591,2006,984,1000,1294266,0,1,0,6,1,0
150591,2007,890,1000,1349937,0,1,0,6,1,0
150591,2008,928,1000,1427181,0,1,1,6,1,0
150591,2009,757,1000,1483340,0,1,1,6,1,0
150591,2010,733,1000,1436160,0,1,1,6,1,0
150655,2006,247,500,242569,0,0,0,6,1,0
150655,2007,233,500,256827,1,0,0,6,1,3987
150655,2008,233,500,270979,0,0,0,6,1,0
150655,2009,238,500,280214,0,0,0,6,1,0
150655,2010,198,500,271693,0,0,1,6,3,0
150664,2006,725,500,754671,0,0,0,6,1,0
150664,2007,765,500,822635,0,0,0,6,1,0
150664,2008,1152,500,1252425,0,0,1,6,1,0
150664,2009,1590,500,1766334,2,0,1,6,1,3240
150664,2010,1404,500,1732866,0,0,0,6,1,0
150689,2006,436,1000,525400,0,0,0,6,1,0
150689,2007,403,1000,560011,0,0,0,6,1,0
150689,2008,410,1000,592976,1,0,1,6,1,1011505.79
150689,2009,425,1000,624286,0,0,0,6,1,0
150689,2010,1563,1000,2603249,0,0,0,6,1,0
150700,2006,947,500,1017591,0,0,0,6,1,0
150700,2007,1076,500,1236250,0,0,0,6,1,0
150700,2008,1661,500,1931645,1,0,1,6,1,2190.77
150700,2009,1565,500,1931645,0,0,0,6,1,0
150700,2010,1671,500,2013762,0,0,0,6,3,0
150705,2006,1514,500,1681912,1,1,0,6,1,1367.73
150705,2007,1469,500,1813067,2,1,0,6,1,5833.78
150705,2008,1496,500,1917712,0,1,0,6,1,0
150705,2009,1570,500,2013024,1,1,0,6,1,2544.6
150705,2010,1496,500,2198900,0,1,0,6,1,0
150713,2006,410,500,466716,0,1,0,6,1,0
150713,2007,419,500,492257,0,1,0,6,1,0
150713,2008,443,500,515556,0,1,1,6,1,0
150713,2009,967,500,1324539,0,1,1,6,3,0
150713,2010,843,500,1239628,0,1,1,6,3,0
150719,2006,474,500,495069,0,0,0,6,1,0
150719,2007,459,500,532936,0,0,0,6,1,0
150719,2008,465,500,560914,0,0,1,6,1,0
150719,2009,488,500,586824,0,0,1,6,1,0
150719,2010,433,500,618851,0,0,1,6,3,0
150738,2009,477,1000,899000,0,0,0,6,1,0
150738,2010,499,1000,874643,0,0,0,6,1,0
150745,2006,377,500,321980,0,0,0,6,1,0
150745,2007,362,500,341735,0,0,0,6,1,0
150745,2008,348,500,357915,0,0,1,6,1,0
150745,2009,369,500,377210,0,0,1,6,1,0
150748,2006,616,500,649057,0,1,0,6,1,0
150748,2007,587,500,682802,0,1,0,6,1,0
150748,2008,591,500,711363,0,1,1,6,1,0
150748,2009,519,500,762563,0,1,1,6,1,0
150748,2010,515,500,716213,0,1,1,6,1,0
150759,2006,129,500,111500,0,0,0,6,1,0
150759,2007,232,500,267033,0,0,0,6,1,0
150759,2008,236,500,283589,0,0,1,6,1,0
150759,2009,197,500,288725,0,0,1,6,1,0
150759,2010,198,500,279322,0,0,1,6,1,0
150760,2006,30,500,22000,0,0,0,6,1,0
150760,2007,102,500,114194,0,0,0,6,1,0
150760,2008,102,500,121174,0,0,1,6,1,0
150760,2009,83,500,123514,0,0,1,6,1,0
150764,2006,480,500,220000,0,0,0,6,1,0
150764,2007,646,2500,431231,0,0,0,6,1,0
150764,2008,618,2500,457732,0,0,1,6,1,0
150764,2009,513,2500,466841,0,0,1,6,1,0
150764,2010,497,2500,451528,0,0,1,6,1,0
150770,2006,159,500,150466,0,0,0,6,1,0
150770,2007,152,500,158032,0,0,0,6,1,0
150770,2008,148,500,166694,0,0,1,6,1,0
150770,2009,125,500,173268,0,0,1,6,1,0
150770,2010,128,500,167976,0,0,1,6,1,0
150773,2006,200,500,279000,0,1,0,6,1,0
150773,2007,273,500,385000,0,1,0,6,1,0
150773,2008,417,500,630000,0,1,1,6,1,0
150775,2006,303,500,329344,0,1,0,6,1,0
150775,2007,302,500,346927,0,1,0,6,1,0
150775,2008,318,500,366346,0,1,1,6,1,0
150775,2009,283,500,377725,0,1,1,6,1,0
150775,2010,281,500,369450,0,1,1,6,1,0
150777,2006,103,500,115000,0,0,0,6,1,0
150777,2007,242,500,278107,0,0,0,6,1,0
150777,2008,246,500,286609,0,0,1,6,1,0
150777,2009,230,500,306414,0,0,1,6,1,0
150777,2010,221,500,291083,0,0,1,6,1,0
150780,2006,116,500,23000,0,0,0,6,1,0
150781,2006,696,500,709933,0,1,0,6,1,0
150781,2007,598,500,747155,0,1,0,6,1,0
150781,2008,627,500,784494,0,1,1,6,1,0
150781,2009,545,500,813381,0,1,1,6,1,0
150781,2010,548,500,793702,0,1,1,6,1,0
150793,2006,9137,500,9229745,0,0,0,6,1,0
150800,2006,232,500,232000,0,0,0,6,1,0
150800,2007,230,500,262000,0,0,0,6,1,0
150800,2008,262,500,311391,0,0,1,6,1,0
150800,2009,256,500,317423,0,0,1,6,1,0
150800,2010,215,500,307165,0,0,1,6,1,0
150802,2006,1099,5000,1640661,0,1,0,6,1,0
150802,2007,978,5000,1745566,0,1,0,6,1,0
150802,2008,975,5000,1740237,0,1,1,6,1,0
150802,2009,982,5000,1818847,0,1,1,6,1,0
150802,2010,781,5000,1775344,0,1,1,6,3,0
150811,2006,403,500,419499,0,0,0,6,1,0
150811,2007,387,500,444683,0,0,0,6,1,0
150811,2008,391,500,466948,0,0,1,6,1,0
150811,2009,406,500,489977,0,0,1,6,2,0
150811,2010,331,500,467087,0,0,1,6,2,0
150812,2006,276,500,228136,0,0,0,6,1,0
150812,2007,259,500,240300,0,0,0,6,1,0
150812,2008,256,500,254591,0,0,1,6,1,0
150812,2009,260,500,259570,0,0,1,6,1,0
150812,2010,218,500,250758,0,0,1,6,1,0
150817,2006,388,500,416249,0,1,0,6,1,0
150817,2007,385,500,438276,0,1,0,6,1,0
150817,2008,341,500,392119,0,1,1,6,1,0
150817,2009,301,500,408247,0,1,1,6,3,0
150817,2010,319,500,425277,0,1,1,6,3,0
150820,2006,303,500,340852,0,0,0,6,1,0
150820,2007,286,500,362038,0,0,0,6,1,0
150820,2008,297,500,385755,0,0,1,6,1,0
150820,2009,314,500,408635,0,0,1,6,1,0
150820,2010,337,500,475322,0,0,1,6,2,0
150821,2006,227,500,270518,1,1,0,6,1,3050
150821,2007,217,500,287816,0,1,0,6,1,0
150821,2008,216,500,299593,0,1,0,6,1,0
150821,2009,234,500,319940,0,1,1,6,1,0
150821,2010,194,500,303535,1,1,1,6,1,750
150824,2006,1096,1000,1216724,1,0,0,6,4,4500
150824,2007,1215,500,1305842,0,0,0,6,4,0
150824,2008,1227,500,1378327,0,0,0,6,4,0
150824,2009,1286,500,1444205,0,0,1,6,4,0
150824,2010,1082,500,1524798,0,0,1,6,4,0
150825,2006,521,500,619975,0,0,0,6,1,0
150825,2007,493,500,658396,0,0,0,6,1,0
150825,2008,502,500,688382,0,0,1,6,1,0
150825,2009,532,500,730369,0,0,1,6,1,0
150825,2010,451,500,694284,0,0,1,6,1,0
150827,2006,198,500,123833,0,1,0,6,1,0
150827,2007,265,500,130422,0,1,0,6,1,0
150827,2008,276,500,137684,0,1,1,6,1,0
150827,2009,225,500,141959,0,1,1,6,1,0
150827,2010,222,500,138558,0,1,1,6,1,0
150829,2006,670,500,720882,0,1,0,6,1,0
150829,2007,652,500,776727,1,1,0,6,1,1198.99
150829,2008,674,500,821313,0,1,0,6,1,0
150829,2009,567,500,845266,0,1,0,6,3,0
150829,2010,602,500,858756,0,1,1,6,3,0
150834,2006,1288,500,1651179,0,0,0,6,1,0
150834,2007,1222,500,1745694,0,0,0,6,1,0
150834,2008,1342,500,1944981,0,0,1,6,1,0
150834,2009,1386,500,2007962,0,0,1,6,1,0
150834,2010,1167,500,1944867,0,0,1,6,1,0
150835,2006,1574,500,1077875,0,0,0,6,1,0
150835,2007,1482,500,1123055,0,0,0,6,1,0
150835,2008,1436,500,1186005,0,0,1,6,1,0
150835,2009,1126,500,1222817,0,0,1,6,1,0
150835,2010,1117,500,1175664,0,0,1,6,3,0
150836,2006,654,1000,751368,0,1,0,6,1,0
150838,2006,673,500,723889,0,1,0,6,1,0
150838,2007,639,500,752837,0,1,0,6,1,0
150838,2008,652,500,795363,0,1,1,6,1,0
150838,2009,559,500,809877,0,1,1,6,1,0
150838,2010,385,500,535361,0,1,1,6,1,0
150849,2006,486,1000,578629,0,1,0,6,1,0
150849,2007,444,1000,601193,0,1,0,6,1,0
150849,2008,452,1000,637333,0,1,1,6,1,0
150849,2009,370,1000,649610,0,1,1,6,1,0
150849,2010,352,1000,627552,0,1,1,6,1,0
150855,2006,103,500,89040,0,1,0,6,1,0
150855,2007,96,500,92526,0,1,0,6,1,0
150855,2008,92,500,98263,0,1,1,6,1,0
150864,2006,445,1000,511719,0,0,0,6,1,0
150865,2006,560,500,699760,0,0,0,6,4,0
150865,2007,551,500,706247,2,0,0,6,4,17638
150865,2008,588,500,735683,1,0,0,6,4,5244
150865,2009,537,500,778340,0,0,0,6,4,0
150865,2010,526,500,739927,0,0,0,6,4,0
150867,2006,2623,1000,2881290,0,0,0,6,1,0
150867,2007,3367,1000,3825993,0,0,0,6,1,0
150867,2008,3084,1000,3903355,0,0,1,6,1,0
150867,2009,2575,1000,4088486,0,0,1,6,1,0
150867,2010,2310,1000,3983361,0,0,1,6,1,0
150870,2006,721,1000,948080,1,1,0,6,1,900
150870,2007,758,1000,1010215,0,1,0,6,1,0
150870,2008,778,1000,1066939,0,1,0,6,1,0
150870,2009,681,1000,1153188,0,1,1,6,1,0
150870,2010,675,1000,1108777,0,1,1,6,1,0
150873,2006,1106,500,1242674,0,0,0,6,1,0
150873,2007,1128,500,1327237,0,0,0,6,1,0
150873,2008,1298,500,1526738,0,0,1,6,1,0
150873,2009,1248,500,1733734,0,0,1,6,1,0
150873,2010,1299,500,1687307,0,0,1,6,1,0
150875,2006,365,500,379733,0,1,0,6,1,0
150875,2007,364,500,400563,0,1,0,6,1,0
150875,2008,378,500,420951,0,1,1,6,1,0
150875,2009,331,500,435544,0,1,1,6,4,0
150875,2010,320,500,427194,0,1,1,6,4,0
150877,2006,504,500,599183,0,0,0,6,1,0
150877,2007,507,500,625388,0,0,0,6,1,0
150877,2008,536,500,661485,0,0,1,6,1,0
150877,2009,476,500,679704,0,0,1,6,2,0
150877,2010,476,500,660770,0,0,1,6,2,0
150880,2006,1315,500,1776497,0,0,0,6,1,0
150880,2007,1249,500,1862549,0,0,0,6,1,0
150880,2008,1267,500,1949877,0,0,1,6,1,0
150880,2009,1134,500,2062118,0,0,1,6,1,0
150880,2010,1119,500,1963782,0,0,1,6,1,0
150882,2006,666,500,793870,0,0,0,6,1,0
150882,2007,649,500,842589,0,0,0,6,1,0
150882,2008,652,500,881536,0,0,1,6,1,0
150882,2009,689,500,930390,0,0,1,6,1,0
150882,2010,565,500,882573,0,0,1,6,1,0
150886,2006,281,500,334967,0,1,0,6,1,0
150886,2007,288,500,354822,0,1,0,6,1,0
150886,2008,349,500,432243,0,1,1,6,1,0
150886,2009,330,500,445511,0,1,1,6,1,0
150886,2010,335,500,435666,0,1,1,6,1,0
150888,2006,499,500,561554,0,0,0,6,1,0
150888,2007,471,500,596473,0,0,0,6,1,0
150888,2008,519,500,683099,0,0,1,6,1,0
150888,2009,509,500,661077,0,0,1,6,1,0
150888,2010,426,500,626906,0,0,1,6,1,0
150890,2006,572,500,733332,1,1,0,6,1,945.35
150890,2007,552,500,777475,0,1,0,6,1,0
150890,2008,550,500,808407,0,1,0,6,1,0
150890,2009,567,500,832928,0,1,1,6,1,0
150890,2010,536,500,893751,0,1,1,6,3,0
150897,2006,936,500,954465,0,0,0,6,1,0
150897,2007,897,500,1008278,0,0,0,6,1,0
150897,2008,878,500,1032787,0,0,1,6,1,0
150897,2009,901,500,1058906,0,0,1,6,1,0
150897,2010,749,500,1025745,0,0,1,6,1,0
150910,2006,312,500,318317,0,1,0,6,1,0
150910,2007,291,500,335655,0,1,0,6,1,0
150910,2008,296,500,348257,0,1,1,6,1,0
150910,2009,256,500,376371,0,1,1,6,1,0
150910,2010,249,500,351404,0,1,1,6,1,0
150911,2006,3112,2500,3841762,1,1,0,6,1,4210.02
150912,2006,1404,1000,2126928,0,0,0,6,1,0
150912,2007,1031,5000,2342552,0,0,0,6,1,0
150912,2008,1062,5000,2469856,0,0,1,6,1,0
150912,2009,949,5000,2564053,0,0,1,6,1,0
150912,2010,919,5000,2485125,0,0,1,6,1,0
150913,2006,212,500,185621,0,0,0,6,1,0
150914,2006,106,500,54997,0,0,0,6,1,0
150919,2006,488,500,519812,0,0,0,6,1,0
150919,2007,470,500,552107,0,0,0,6,1,0
150919,2008,473,500,583029,0,0,1,6,1,0
150919,2009,502,500,620208,0,0,1,6,3,0
150919,2010,414,500,599371,0,0,1,6,3,0
150926,2006,186,500,169863,0,0,0,6,1,0
150926,2007,176,500,179145,0,0,0,6,1,0
150926,2008,175,500,190239,0,0,1,6,1,0
150926,2009,176,500,193770,0,0,1,6,1,0
150926,2010,144,500,187244,0,0,1,6,1,0
150928,2006,208,500,236685,0,1,0,6,1,0
150928,2007,211,500,245976,0,1,0,6,1,0
150933,2006,1407,500,1202328,2,1,0,6,1,1215.27
150933,2007,1346,500,1257488,0,1,0,6,1,0
150933,2008,1411,500,1319022,0,1,0,6,1,0
150933,2009,1228,500,1379887,0,1,1,6,1,0
150933,2010,1185,500,1317432,0,1,1,6,1,0
150940,2006,2225,1000,2445303,0,0,0,6,4,0
150940,2007,2140,1000,2643181,0,0,0,6,4,0
150940,2008,2138,1000,2776529,0,0,1,6,4,0
150940,2009,2141,1000,2892362,0,0,1,6,4,0
150940,2010,1950,1000,3094620,0,0,1,6,4,0
150942,2006,2061,500,2513134,0,0,0,6,4,0
150942,2007,2025,500,2700214,0,0,0,6,4,0
150942,2008,2055,500,2854002,0,0,1,6,4,0
150942,2009,2190,500,2999275,0,0,1,6,4,0
150942,2010,1984,500,3201018,0,0,1,6,4,0
150943,2006,2250,2500,2885111,0,1,0,6,1,0
150952,2006,182,500,176368,0,0,0,6,1,0
150952,2007,173,500,187567,0,0,0,6,1,0
150952,2008,175,500,198045,0,0,1,6,1,0
150952,2009,181,500,205354,0,0,1,6,1,0
150952,2010,147,500,198254,0,0,1,6,1,0
150955,2006,2823,1000,3573545,0,0,0,6,1,0
150955,2007,2265,2500,3839345,0,0,0,6,1,0
150955,2008,2368,2500,4154432,0,0,1,6,1,0
150955,2009,2481,2500,4352751,0,0,1,6,1,0
150955,2010,2097,2500,4557850,0,0,1,6,1,0
150956,2006,318,500,317420,0,0,0,6,1,0
150956,2007,311,500,342434,0,0,0,6,1,0
150956,2008,311,500,361545,0,0,1,6,1,0
150956,2009,327,500,380709,0,0,1,6,1,0
150956,2010,292,500,398388,0,0,1,6,1,0
150965,2006,939,500,1020922,0,0,0,6,1,0
150965,2007,958,500,1167812,0,0,0,6,1,0
150965,2008,883,500,1103232,0,0,1,6,1,0
150965,2009,939,500,1144976,0,0,1,6,1,0
150965,2010,868,500,1239678,1,0,1,6,1,760.13
150969,2006,270,500,315445,0,1,0,6,1,0
150969,2007,279,500,331959,0,1,0,6,1,0
150969,2008,292,500,348350,0,1,1,6,1,0
150969,2009,253,500,366067,0,1,1,6,1,0
150969,2010,252,500,355701,0,1,1,6,1,0
150976,2006,1795,500,1760287,0,0,0,6,1,0
150977,2006,778,500,819597,0,0,0,6,3,0
150977,2007,738,500,868362,0,0,0,6,3,0
150977,2008,757,500,913303,0,0,1,6,3,0
150977,2009,779,500,950248,0,0,1,6,3,0
150977,2010,637,500,910547,0,0,1,6,2,0
150980,2006,281,500,291920,0,1,0,6,1,0
150980,2007,254,500,295504,0,1,0,6,1,0
150980,2008,255,500,322678,0,1,1,6,1,0
150980,2009,231,500,345056,0,1,1,6,1,0
150980,2010,225,500,327217,0,1,1,6,1,0
150981,2006,88,1000,75775,0,0,0,6,1,0
150981,2007,90,500,81194,0,0,0,6,1,0
150981,2008,87,500,85324,0,0,1,6,1,0
150981,2009,91,500,89323,0,0,1,6,1,0
150981,2010,85,500,95265,0,0,1,6,3,0
150982,2006,630,500,714683,0,1,0,6,1,0
150982,2007,615,500,758741,0,1,0,6,1,0
150982,2008,612,500,794432,0,1,1,6,1,0
150982,2009,637,500,837621,0,1,1,6,1,0
150982,2010,531,500,792355,0,1,1,6,1,0
150983,2006,404,500,493401,0,0,0,6,1,0
150983,2007,387,500,523933,0,0,0,6,1,0
150983,2008,384,500,548884,0,0,1,6,1,0
150983,2009,400,500,579365,0,0,1,6,1,0
150983,2010,326,500,551241,0,0,1,6,1,0
150984,2006,540,2500,642219,0,0,0,6,1,0
150984,2007,486,2500,693646,0,0,0,6,1,0
150984,2008,491,2500,732654,0,0,1,6,1,0
150984,2009,493,2500,757942,0,0,1,6,1,0
150987,2006,576,500,592992,0,1,0,6,1,0
150987,2007,557,500,639977,0,1,0,6,1,0
150987,2008,822,500,966631,0,1,1,6,1,0
150987,2009,827,500,1008229,0,1,1,6,1,0
150987,2010,748,500,1084401,0,1,1,6,1,0
150997,2006,360,500,387114,0,1,0,6,1,0
150997,2007,368,500,408351,0,1,0,6,1,0
150997,2008,379,500,425566,0,1,1,6,1,0
150997,2009,341,500,448243,0,1,1,6,1,0
150997,2010,339,500,428270,0,1,1,6,1,0
150998,2006,2082,1000,2668828,0,0,0,6,1,0
150998,2007,1952,1000,2829529,0,0,0,6,1,0
150998,2008,1998,1000,2981321,0,0,1,6,1,0
150998,2009,1962,1000,3113522,0,0,1,6,1,0
150998,2010,1853,1000,3495365,0,0,1,6,1,0
151005,2006,697,500,585672,0,0,0,6,1,0
151005,2007,671,500,609721,0,0,0,6,1,0
151005,2008,710,500,645552,0,0,1,6,1,0
151005,2009,600,500,659800,0,0,1,6,1,0
151005,2010,591,500,642540,0,0,1,6,1,0
151011,2006,126,500,91500,0,0,0,6,1,0
151011,2007,114,500,91500,0,0,0,6,1,0
151011,2008,417,500,479103,0,0,1,6,1,0
151011,2009,370,500,494319,0,0,1,6,1,0
151011,2010,367,500,482987,0,0,1,6,1,0
151014,2006,1550,500,3163621,2,0,0,6,1,41812.42
151014,2007,1487,500,3379632,0,0,0,6,1,0
151014,2008,1420,500,3550559,0,0,0,6,1,0
151014,2009,1512,500,3778042,0,0,1,6,1,0
151014,2010,1397,500,3992658,0,0,1,6,1,0
151018,2006,290,1000,287697,0,1,0,6,1,0
151018,2007,265,1000,307816,0,1,0,6,4,0
151018,2008,262,1000,326901,0,1,1,6,4,0
151018,2009,265,1000,344253,0,1,1,6,4,0
151018,2010,224,1000,355522,0,1,1,6,4,0
151020,2006,1350,500,1848250,1,1,0,6,1,868
151020,2007,1363,500,1945763,2,1,0,6,1,14486.5
151020,2008,1412,500,2016410,0,1,0,6,1,0
151020,2009,1351,500,2178804,0,1,0,6,1,0
151020,2010,1327,500,2105034,0,1,1,6,1,0
151024,2006,257,500,239877,0,0,0,6,1,0
151024,2007,242,500,253334,0,0,0,6,1,0
151024,2008,242,500,268664,0,0,1,6,1,0
151024,2009,247,500,274047,0,0,1,6,1,0
151024,2010,207,500,264961,0,0,1,6,1,0
151027,2006,729,500,888019,0,1,0,6,1,0
151027,2007,730,500,923467,0,1,0,6,1,0
151027,2008,753,500,953412,0,1,1,6,1,0
151027,2009,686,500,1024275,0,1,1,6,1,0
151027,2010,604,500,959515,0,1,1,6,1,0
151030,2006,510,500,653443,0,1,0,6,1,0
151030,2007,1187,500,1562668,0,1,0,6,1,0
151030,2008,752,500,1016755,0,1,1,6,1,0
151030,2009,860,500,1344135,2,1,1,6,1,4418.04
151030,2010,873,500,1303111,0,1,0,6,1,0
151037,2006,1071,1000,1305932,0,0,0,6,1,0
151037,2007,1021,1000,1418110,0,0,0,6,1,0
151037,2008,1032,1000,1474353,0,0,1,6,1,0
151037,2009,1313,1000,1960007,0,0,1,6,1,0
151037,2010,1057,1000,1854347,0,0,1,6,1,0
151041,2006,368,500,427602,0,1,0,6,1,0
151041,2007,375,500,445844,0,1,0,6,1,0
151041,2008,383,500,461111,0,1,1,6,1,0
151042,2006,1115,500,1312014,0,0,0,6,1,0
151042,2007,1131,500,1378673,0,0,0,6,1,0
151042,2008,1187,500,1447683,0,0,1,6,1,0
151042,2009,1065,500,1499834,0,0,1,6,1,0
151042,2010,1077,500,1517794,0,0,1,6,1,0
151044,2006,2223,500,2470652,0,0,0,6,1,0
151044,2007,1820,500,2304310,0,0,0,6,1,0
151044,2008,1709,1000,2443044,0,0,1,6,1,0
151044,2009,1491,1000,2663313,0,0,1,6,1,0
151044,2010,1404,1000,2553225,0,0,1,6,3,0
151045,2006,279,1000,312482,0,0,0,6,1,0
151045,2007,273,1000,336703,0,0,0,6,1,0
151045,2008,289,1000,361572,0,0,1,6,1,0
151045,2009,280,1000,373045,1,0,1,6,1,26761
151045,2010,228,1000,361085,0,0,0,6,3,0
151047,2006,338,500,307688,0,1,0,6,4,0
151047,2007,319,500,324990,0,1,0,6,4,0
151047,2008,320,500,344086,1,1,1,6,4,15140
151047,2009,324,500,351662,0,1,0,6,4,0
151047,2010,271,500,342606,0,1,0,6,4,0
151048,2006,395,500,420702,0,1,0,6,1,0
151048,2007,384,500,445601,0,1,0,6,1,0
151048,2008,645,500,786071,0,1,1,6,1,0
151048,2009,653,500,815559,0,1,1,6,4,0
151048,2010,545,500,790288,0,1,1,6,4,0
151053,2006,772,500,839350,0,1,0,6,1,0
151053,2007,745,500,887428,0,1,0,6,1,0
151053,2008,752,500,940666,0,1,1,6,1,0
151053,2009,772,500,965471,0,1,1,6,1,0
151053,2010,636,500,935108,0,1,1,6,1,0
151054,2006,107,500,82976,0,1,0,6,1,0
151054,2007,101,500,87679,0,1,0,6,1,0
151054,2008,101,500,93025,0,1,1,6,1,0
151055,2006,223,1000,175885,0,0,0,6,1,0
151055,2007,204,1000,183351,0,0,0,6,1,0
151055,2008,199,1000,192869,0,0,1,6,1,0
151055,2009,164,1000,199707,1,0,1,6,1,2072.95
151055,2010,155,1000,191139,0,0,0,6,3,0
151058,2006,499,500,458027,0,0,0,6,1,0
151058,2007,455,500,479236,0,0,0,6,1,0
151058,2008,453,500,504419,0,0,1,6,1,0
151058,2009,396,500,528327,0,0,1,6,1,0
151058,2010,393,500,509732,0,0,1,6,1,0
151063,2006,174,500,182203,0,0,0,6,1,0
151063,2007,172,500,191804,0,0,0,6,1,0
151063,2008,178,500,198313,0,0,1,6,1,0
151063,2009,201,500,251387,0,0,1,6,3,0
151063,2010,179,500,241843,0,0,1,6,3,0
151064,2006,351,500,403513,0,1,0,6,1,0
151064,2007,357,500,424935,0,1,0,6,1,0
151064,2008,368,500,438572,0,1,1,6,1,0
151064,2009,328,500,469129,0,1,1,6,1,0
151064,2010,324,500,443691,0,1,1,6,1,0
151065,2006,1430,500,1959032,0,0,0,6,1,0
151065,2007,1485,500,2063514,0,0,0,6,1,0
151065,2008,1550,500,2154278,0,0,1,6,1,0
151065,2009,1430,500,2306689,0,0,1,6,1,0
151065,2010,1409,500,2236920,0,0,1,6,1,0
151067,2007,487,500,340786,0,0,0,6,1,0
151067,2008,290,500,354286,0,0,0,6,1,0
151067,2009,253,500,365304,0,0,1,6,1,0
151067,2010,253,500,355970,0,0,1,6,1,0
151068,2006,8364,500,11779595,0,0,0,6,1,0
151068,2007,8316,500,12600817,0,0,0,6,1,0
151068,2008,10338,500,15905443,0,0,1,6,4,0
151068,2009,10102,500,16560219,0,0,1,6,4,0
151068,2010,9807,500,18160755,0,0,1,6,4,0
151070,2006,654,1000,897639,0,1,0,6,1,0
151070,2007,688,1000,942246,0,1,0,6,1,0
151070,2008,696,1000,993934,0,1,1,6,1,0
151070,2009,601,1000,1054773,0,1,1,6,1,0
151070,2010,611,1000,1019252,0,1,1,6,1,0
151072,2006,283,500,289261,0,0,0,6,1,0
151073,2006,2553,500,3404671,0,0,0,6,1,0
151073,2007,2466,500,3625136,0,0,0,6,1,0
151073,2008,2521,500,3820895,2,0,1,6,1,4942.79
151073,2009,2625,500,4039329,0,0,0,6,1,0
151073,2010,2586,500,4381312,0,0,0,6,2,0
151075,2006,980,500,2577988,1,1,0,6,1,5514.9
151075,2007,1035,500,2723061,0,1,0,6,1,0
151083,2006,497,500,690565,0,0,0,6,1,0
151083,2007,518,500,728314,0,0,0,6,1,0
151083,2008,543,500,764805,0,0,1,6,1,0
151083,2009,508,500,820585,0,0,1,6,1,0
151083,2010,508,500,794361,0,0,1,6,1,0
151084,2006,430,500,443639,0,1,0,6,1,0
151084,2007,409,500,464402,0,1,0,6,1,0
151084,2008,410,500,488085,0,1,1,6,1,0
151084,2009,352,500,509678,0,1,1,6,2,0
151084,2010,348,500,491446,1,1,1,6,2,6120
151085,2006,365,500,414977,0,1,0,6,1,0
151085,2007,382,500,434692,0,1,0,6,1,0
151085,2008,403,500,458018,0,1,1,6,1,0
151085,2009,326,1000,472434,0,1,1,6,1,0
151085,2010,336,1000,459983,0,1,1,6,1,0
151087,2006,782,500,1016132,0,0,0,6,1,0
151087,2007,757,500,1081741,0,0,0,6,1,0
151087,2008,784,500,1136251,0,0,1,6,1,0
151087,2009,824,500,1194955,0,0,1,6,1,0
151087,2010,684,500,1139747,0,0,1,6,1,0
151090,2006,2011,500,2338138,0,0,0,6,1,0
151090,2007,1930,500,2474241,0,0,0,6,1,0
151090,2008,1352,500,1755442,0,0,1,6,1,0
151090,2009,1317,500,1803081,0,0,1,6,1,0
151090,2010,1031,500,1636279,0,0,1,6,4,0
151091,2006,266,5000,443706,0,0,0,6,1,0
151091,2007,276,5000,468594,0,0,0,6,1,0
151091,2008,292,5000,493639,0,0,1,6,1,0
151094,2006,448,1000,649959,0,1,0,6,1,0
151094,2007,455,1000,678992,0,1,0,6,1,0
151094,2008,456,1000,701853,0,1,1,6,1,0
151094,2009,420,1000,750182,0,1,1,6,1,0
151094,2010,394,1000,715817,0,1,1,6,1,0
151095,2006,186,1000,182575,0,0,0,6,1,0
151095,2007,172,1000,193661,0,0,0,6,1,0
151095,2008,171,1000,203648,0,0,1,6,1,0
151095,2009,173,1000,212709,0,0,1,6,1,0
151095,2010,134,1000,202847,0,0,1,6,1,0
151096,2006,253,500,252776,0,0,0,6,1,0
151096,2007,247,500,271654,0,0,0,6,1,0
151100,2006,440,500,557473,0,0,0,6,1,0
151100,2007,427,500,592894,0,0,0,6,1,0
151100,2008,433,500,617884,0,0,1,6,1,0
151100,2009,460,500,657646,0,0,1,6,1,0
151100,2010,380,500,624296,0,0,1,6,1,0
151101,2006,178,1000,445336,0,1,0,6,1,0
151101,2007,313,1000,467712,0,1,0,6,1,0
151101,2008,310,1000,492703,0,1,1,6,1,0
151101,2009,326,1000,604077,0,1,1,6,1,0
151101,2010,321,1000,585814,0,1,1,6,1,0
151102,2006,1971,500,2096963,0,1,0,6,1,0
151103,2006,2395,500,2519753,0,0,0,6,4,0
151103,2007,2354,500,2675421,0,0,0,6,4,0
151104,2006,278,500,256987,0,1,0,6,1,0
151104,2007,271,500,271076,0,1,0,6,1,0
151104,2008,257,500,282332,0,1,1,6,1,0
151104,2009,231,500,298888,0,1,1,6,1,0
